trb_pct,orb_pct,usg_pct,fg_pct,pf,ast,pm,efg_pct,pts,trb,team_abbr,ts_pct,orb,fga,tov_pct,drtg,tov,ft,inactive,ortg,starter,ftr,blk_pct,player_name,drb_pct,threep_pct,bpm,threepar,threepa,date,fg,ft_pct,fta,drb,threep,ast_pct,stl,stl_pct,blk,sp
6.2,0.0,11.9,.333,0,7,-22,.444,8,4,CHI,.444,0,9,0.0,104,0,0,0,108,1,.000,2.5,Justin Holiday,12.4,.333,8.3,.667,6,20181130,3,0,0,4,2,30.4,3,4.4,1,2026.0
3.2,0.0,24.6,.250,3,9,-17,.250,8,2,CHI,.311,0,12,28.0,116,5,2,0,64,1,.167,2.5,Zach LaVine,6.4,0,-10.1,.000,0,20181130,3,1.000,2,2,0,40.7,0,0.0,1,1955.0
10.1,10.1,27.2,.375,4,0,-23,.375,12,6,CHI,.355,3,16,10.6,112,2,0,0,68,1,.125,0.0,Jabari Parker,10.1,.000,-12.0,.250,4,20181130,6,.000,2,3,0,0.0,1,1.6,0,1863.0
12.6,7.2,35.5,.611,4,1,-24,.611,28,7,CHI,.664,2,18,8.7,108,2,6,0,120,1,.389,8.5,Wendell Carter Jr.,17.9,.000,9.6,.056,1,20181130,11,.857,7,5,0,8.8,0,0.0,3,1745.0
3.9,0.0,15.0,.333,3,1,-19,.417,5,2,CHI,.417,0,6,33.3,117,3,0,0,55,1,.000,0.0,Ryan Arcidiacono,7.8,.200,-15.0,.833,5,20181130,2,0,0,2,1,5.4,0,0.0,0,1608.0
12.4,4.1,17.6,.333,2,5,-3,.333,8,6,CHI,.405,1,9,0.0,112,0,2,0,102,0,.222,0.0,Cameron Payne,20.7,.000,-2.5,.333,3,20181130,3,1.000,2,5,0,30.5,0,0.0,0,1511.0
16.5,0.0,9.4,.333,1,1,+2,.333,2,6,CHI,.333,0,3,25.0,108,1,0,0,57,0,.000,0.0,Chandler Hutchison,33.0,.000,-7.9,.333,1,20181130,1,0,0,6,0,7.3,0,0.0,0,1140.0
8.7,0.0,8.5,.500,0,0,+6,.500,3,3,CHI,.615,0,2,29.1,107,1,1,0,83,0,.500,0.0,Shaquille Harrison,17.3,0,-5.2,.000,0,20181130,1,1.000,1,3,0,0.0,1,2.7,0,1084.0
3.0,0.0,12.7,.800,3,1,+7,.800,8,1,CHI,.800,0,5,0.0,111,0,0,0,154,0,.000,9.4,Robin Lopez,5.9,0,4.9,.000,0,20181130,4,0,0,1,0,10.4,0,0.0,2,1060.0
0.0,0.0,39.5,.667,0,0,-1,.333,4,3,CHI,.333,1,3,0.0,120,1,0,0,64,0,.000,0.0,Antonio Blakeney,0.0,0,-13.6,.333,0,20181130,2,0,0,2,0,0.0,0,0.0,0,204.0
46.0,30.7,52.7,.333,0,0,-1,.667,2,0,CHI,.667,0,3,25.0,98,0,0,0,93,0,.000,0.0,Cristiano Felício,61.4,.000,5.7,.000,1,20181130,1,0,0,0,0,0.0,0,0.0,0,204.0
3.3,0.0,19.0,.455,1,6,+20,.591,13,2,DET,.591,0,11,21.4,96,3,0,0,108,1,.000,0.0,Reggie Bullock,6.6,.333,0.9,.818,9,20181130,5,0,0,2,3,27.3,0,0.0,0,1897.0
16.8,3.4,23.6,.583,5,5,+21,.667,20,10,DET,.663,1,12,11.7,91,2,4,0,129,1,.583,0.0,Blake Griffin,30.2,.500,6.4,.333,4,20181130,7,.571,7,9,2,25.6,0,0.0,0,1863.0
