trb_pct,orb_pct,usg_pct,fg_pct,pf,ast,pm,efg_pct,pts,trb,team_abbr,ts_pct,orb,fga,tov_pct,drtg,tov,ft,inactive,ortg,starter,ftr,blk_pct,player_name,drb_pct,threep_pct,bpm,threepar,threepa,date,fg,ft_pct,fta,drb,threep,ast_pct,stl,stl_pct,blk,sp
8.6,5.4,16.2,.462,2,3,+13,.500,17,6,PHI,.559,2,13,0.0,113,0,4,0,138,1,.385,2.0,Damien Wilkins,12.2,.333,-0.2,.231,3,20130324,6,.800,5,4,1,9.2,1,1.3,1,2370.0
14.6,11.0,29.0,.450,0,7,+6,.475,21,10,PHI,.464,4,20,15.0,99,4,2,0,101,1,.300,2.0,Jrue Holiday,18.6,.250,5.3,.200,4,20130324,9,.333,6,6,1,24.3,5,6.7,1,2319.0
10.3,9.7,19.0,.429,4,1,+2,.429,14,6,PHI,.470,3,14,0.0,114,0,2,0,120,1,.143,0.0,Thaddeus Young,10.9,.000,-7.1,.071,1,20130324,6,1.000,2,3,0,3.8,1,1.6,0,1978.0
18.3,13.8,20.4,.538,3,3,+17,.538,14,10,PHI,.538,4,13,13.3,109,2,0,0,114,1,.000,2.5,Spencer Hawes,23.3,.000,-1.8,.077,1,20130324,7,0,0,6,0,12.9,1,1.7,1,1854.0
3.7,0.0,12.3,.429,3,8,+1,.429,7,2,PHI,.444,0,7,11.3,114,1,1,0,118,1,.286,0.0,Evan Turner,7.9,.000,-1.9,.143,1,20130324,3,.500,2,2,0,30.0,1,1.7,0,1818.0
5.7,0.0,22.3,.462,2,6,+21,.692,22,3,PHI,.745,0,13,6.3,115,1,4,0,158,0,.308,2.7,Dorell Wright,12.1,.600,13.9,.769,10,20130324,6,1.000,4,3,6,26.0,0,0.0,1,1781.0
17.6,14.2,25.9,.692,1,1,+12,.692,20,7,PHI,.720,3,13,0.0,115,0,2,0,157,0,.154,0.0,Lavoy Allen,21.3,0,7.9,.000,0,20130324,9,1.000,2,4,0,7.7,0,0.0,0,1349.0
12.6,11.9,9.4,.000,0,2,+1,.000,0,2,PHI,.000,1,2,0.0,117,0,0,0,86,0,.000,0.0,Royal Ivey,13.4,.000,-7.8,.500,1,20130324,0,0,0,1,0,22.7,0,0.0,0,539.0
17.3,0.0,12.9,1.000,0,0,-3,1.000,2,2,PHI,1.000,0,1,50.0,112,1,0,0,71,0,.000,0.0,Arnett Moultrie,36.7,0,-7.8,.000,0,20130324,1,0,0,2,0,0.0,0,0.0,0,392.0
0,0,0,0,0,0,0,0,0,0,PHI,0,0,0,0,0,0,0,0,0,0,0,0,Kwame Brown,0,0,0,0,0,20130324,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,PHI,0,0,0,0,0,0,0,0,0,0,0,0,Charles Jenkins,0,0,0,0,0,20130324,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,PHI,0,0,0,0,0,0,0,0,0,0,0,0,Jeremy Pargo,0,0,0,0,0,20130324,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,PHI,0,0,0,0,0,0,0,0,0,0,0,0,Nick Young,0,0,0,0,0,20130324,0,0,0,0,0,0,0,0,0,0.0
3.3,0.0,23.2,.533,0,8,-21,.567,19,2,SAC,.598,0,15,5.9,124,1,2,0,132,1,.133,1.9,Tyreke Evans,6.3,.333,10.7,.200,3,20130324,8,1.000,2,2,1,37.1,2,3.1,1,2026.0
9.0,3.8,13.3,.222,1,2,+1,.278,5,5,SAC,.278,1,9,0.0,128,0,0,0,80,1,.000,0.0,John Salmons,13.6,.167,-9.4,.667,6,20130324,2,0,0,4,1,7.8,0,0.0,0,1889.0
5.9,0.0,29.6,.667,3,0,-6,.800,25,3,SAC,.810,0,15,16.3,129,3,1,0,127,1,.067,0.0,Isaiah Thomas,11.1,.571,3.7,.467,7,20130324,10,1.000,1,3,4,0.0,0,0.0,0,1736.0
18.5,8.8,20.1,.333,5,2,+4,.333,8,9,SAC,.405,2,9,16.8,117,2,2,0,88,1,.222,2.3,DeMarcus Cousins,27.2,0,-7.5,.000,0,20130324,3,1.000,2,7,0,9.5,1,1.9,1,1645.0
16.8,13.4,22.2,.400,0,0,-7,.400,8,8,SAC,.368,3,10,15.5,125,2,0,0,76,1,.200,2.4,Jason Thompson,19.8,0,-11.0,.000,0,20130324,4,.000,2,5,0,0.0,0,0.0,1,1617.0
11.7,10.7,16.5,.455,2,2,-15,.545,12,7,SAC,.545,3,11,8.3,122,1,0,0,118,0,.000,0.0,Patrick Patterson,12.6,.667,1.2,.273,3,20130324,5,0,0,4,2,8.1,2,3.1,0,2026.0
0.0,0.0,25.0,.750,1,1,-10,.792,22,0,SAC,.826,0,12,7.0,134,1,3,0,154,0,.250,0.0,Marcus Thornton,0.0,.250,6.9,.333,4,20130324,9,1.000,3,0,1,7.0,0,0.0,0,1597.0
5.3,0.0,11.0,.000,1,3,-5,.000,0,2,SAC,.000,0,3,40.0,130,2,0,0,35,0,.000,0.0,Toney Douglas,10.1,.000,-16.7,.333,1,20130324,0,0,0,2,0,16.2,0,0.0,0,1273.0
0.0,0.0,9.4,1.000,0,0,+2,1.000,2,0,SAC,1.000,0,1,0.0,134,0,0,0,200,0,.000,0.0,Travis Outlaw,0.0,0,1.6,.000,0,20130324,1,0,0,0,0,0.0,0,0.0,0,296.0
11.5,0.0,17.8,0,2,0,-13,0,2,1,SAC,1.136,0,0,53.2,123,1,2,0,107,0,0,0.0,Cole Aldrich,21.7,0,-12.8,0,0,20130324,0,1.000,2,1,0,0.0,0,0.0,0,295.0
0,0,0,0,0,0,0,0,0,0,SAC,0,0,0,0,0,0,0,0,0,0,0,0,Jimmer Fredette,0,0,0,0,0,20130324,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,SAC,0,0,0,0,0,0,0,0,0,0,0,0,Chuck Hayes,0,0,0,0,0,20130324,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,SAC,0,0,0,0,0,0,0,0,0,0,0,0,James Johnson,0,0,0,0,0,20130324,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,PHI,0,0,0,0,0,0,0,1,0,0,0,0,Andrew Bynum,0,0,0,0,0,20130324,0,0,0,0,0,0,0,0,0,0.0
