blk,team_abbr,fg_pct,fga,drtg,stl,efg_pct,ast_pct,date,threep,blk_pct,threepar,tov_pct,drb_pct,fg,ft,stl_pct,tov,starter,pf,orb_pct,trb_pct,ft_pct,threep_pct,pts,usg_pct,ortg,threepa,orb,ast,drb,bpm,player_name,sp,ts_pct,pm,fta,inactive,trb,ftr
0,OKC,.389,18,76,2,.444,19.5,20181203,2,0.0,.444,0.0,28.4,7,1,3.0,0,1,0,0.0,16.8,1.000,.250,17,26.0,102,8,0,4,10,5.9,Paul George,1846.0,.461,+24,1,0,10,.056
0,OKC,.412,17,80,2,.471,31.6,20181203,2,0.0,.412,21.4,15.1,7,2,3.2,5,1,2,4.4,10.7,.667,.286,18,34.9,89,7,1,6,5,0.8,Russell Westbrook,1739.0,.491,+24,3,0,6,.176
2,OKC,.875,8,83,0,.875,5.6,20181203,0,5.6,.000,8.3,12.6,7,7,0.0,1,1,1,9.1,11.2,1.000,0,21,18.9,179,0,2,1,4,14.2,Steven Adams,1658.0,.948,+21,7,0,6,.875
1,OKC,.000,1,83,1,.000,16.5,20181203,0,2.9,1.000,0.0,9.7,0,2,1.7,0,1,5,0.0,5.7,1.000,.000,2,3.0,158,1,0,4,3,3.3,Terrance Ferguson,1619.0,.532,+16,2,0,3,2.000
1,OKC,.833,6,87,0,1.000,0.0,20181203,2,3.2,.500,11.4,7.2,5,3,0.0,1,1,3,0.0,4.3,.750,.667,15,15.6,161,3,0,0,2,7.7,Jerami Grant,1456.0,.966,+25,4,0,2,.667
0,OKC,.462,13,77,1,.462,37.3,20181203,0,0.0,.077,23.5,31.9,6,0,1.9,4,0,1,0.0,18.8,0,.000,12,29.9,84,1,0,6,9,-1.8,Dennis Schröder,1479.0,.462,+25,0,0,9,.000
2,OKC,.667,9,69,2,.667,0.0,20181203,0,7.6,.000,0.0,21.4,6,0,4.5,0,0,5,18.6,20.3,0,0,12,19.1,140,0,3,0,5,8.7,Nerlens Noel,1222.0,.667,+6,0,0,8,.000
1,OKC,.500,4,80,1,.500,6.8,20181203,0,4.2,.250,18.4,9.4,2,0,2.5,1,0,2,0.0,5.5,.000,.000,4,12.7,78,1,0,1,2,-0.4,Patrick Patterson,1117.0,.450,+10,1,0,2,.250
0,OKC,.333,3,90,0,.333,6.6,20181203,0,0.0,.667,25.0,4.9,1,0,0.0,1,0,1,0.0,2.9,0,.000,2,9.6,61,2,0,1,1,-6.9,Álex Abrines,1079.0,.333,-1,0,0,1,.000
0,OKC,.000,1,91,0,.000,0.0,20181203,0,0.0,.000,34.7,0.0,0,2,0.0,1,0,3,0.0,0.0,1.000,0,2,16.0,74,0,0,0,0,-15.1,Deonte Burton,467.0,.532,-5,2,0,0,2.000
1,OKC,.400,5,57,1,.500,0.0,20181203,1,11.3,.400,0.0,38.2,2,0,6.7,0,0,0,0.0,22.6,0,.500,5,31.6,96,2,0,0,3,17.9,Raymond Felton,411.0,.500,-2,0,0,3,.000
0,OKC,0,0,80,0,0,0.0,20181203,0,0.0,0,100.0,34.1,0,0,0.0,3,0,1,0.0,20.2,0,0,0,25.4,0,0,0,0,2,-29.8,Abdel Nader,307.0,0,-8,0,0,2,0
0,OKC,0,0,0,0,0,0,20181203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hamidou Diallo,0.0,0,0,0,0,0,0
0,DET,.250,12,112,0,.250,5.7,20181203,0,0.0,.167,20.0,11.9,3,0,0.0,3,1,2,8.2,9.7,0,.000,6,19.3,52,2,3,1,3,-12.4,Glenn Robinson III,1906.0,.250,-12,0,0,6,.000
1,DET,.389,18,102,2,.472,31.6,20181203,3,2.6,.444,4.8,16.6,7,3,3.0,1,1,0,2.9,8.5,.750,.375,20,27.9,104,8,1,4,4,13.2,Blake Griffin,1827.0,.506,-22,4,0,5,.222
0,DET,.400,10,111,0,.450,14.2,20181203,1,0.0,.500,16.1,13.5,4,1,0.0,2,1,3,0.0,5.5,1.000,.200,10,18.2,84,5,0,2,3,-7.1,Reggie Jackson,1679.0,.479,-19,1,0,3,.100
