team_abbr,drb_pct,fta,blk_pct,threepar,tov,player_name,ts_pct,fg,threep_pct,drtg,ast_pct,usg_pct,threepa,fg_pct,ftr,orb,fga,starter,inactive,date,ast,drb,orb_pct,threep,stl,ortg,pf,ft_pct,pts,pm,trb_pct,blk,tov_pct,efg_pct,sp,trb,bpm,ft,stl_pct
ATL,7.6,6,3.4,.125,2,Jeff Teague,.617,9,.000,94,28.1,20.4,2,.563,.375,1,16,1,0,20120504,6,3,2.0,0,1,122,3,.833,23,-4,4.5,2,9.7,.563,2838.0,4,9.8,5,1.1
ATL,18.3,5,1.7,.250,2,Joe Johnson,.480,11,.429,91,10.8,32.7,7,.393,.179,1,28,1,0,20120504,2,7,2.1,3,2,96,2,.800,29,-5,9.3,1,6.2,.446,2759.0,8,9.3,4,2.4
ATL,9.2,0,0.0,1.000,0,Kirk Hinrich,.000,0,.000,91,5.9,5.3,3,.000,.000,0,3,1,0,20120504,1,2,0.0,0,2,16,1,0,0,0,4.1,0,0.0,.000,1579.0,2,-3.3,0,4.1
ATL,64.8,2,0.0,.167,1,Marvin Williams,.218,1,.000,82,8.3,18.0,1,.167,.333,0,6,1,0,20120504,1,11,0.0,0,1,46,1,.500,3,-10,28.8,0,12.7,.167,1227.0,11,-3.1,1,2.7
ATL,12.1,0,0.0,.000,4,Jason Collins,.500,2,0,99,0.0,18.8,0,.500,.000,1,4,1,0,20120504,0,2,4.9,0,0,51,4,0,4,-2,8.1,0,50.0,.500,1190.0,3,-14.4,0,0.0
ATL,17.7,2,0.0,.214,4,Tracy McGrady,.403,5,.000,98,9.5,21.6,3,.357,.143,3,14,0,0,20120504,2,6,7.1,0,0,74,2,1.000,12,-2,11.8,0,21.2,.357,2446.0,9,-4.9,2,0.0
ATL,21.5,0,3.6,.000,1,Erick Dampier,.600,3,0,93,0.0,12.5,0,.600,.000,2,5,0,0,20120504,0,4,8.6,0,0,106,3,0,6,-2,14.3,1,16.7,.600,1344.0,6,0.1,0,0.0
ATL,0.0,0,0.0,.400,0,Willie Green,.500,2,.500,102,12.8,15.2,2,.400,.000,1,5,0,0,20120504,1,0,6.3,1,0,114,0,0,5,+3,3.5,0,0.0,.500,918.0,1,4.5,0,0.0
ATL,10.1,0,0.0,.000,1,Ivan Johnson,.250,1,0,89,0.0,19.6,0,.250,.000,2,4,0,0,20120504,0,1,16.2,0,1,59,1,0,2,0,13.5,0,20.0,.250,715.0,3,-6.3,0,4.6
ATL,10.5,0,0.0,.250,2,Jannero Pargo,.000,0,.000,89,27.2,24.4,1,.000,.000,0,4,0,0,20120504,2,1,0.0,0,1,15,1,0,0,-11,4.7,0,33.3,.000,687.0,1,-15.5,0,4.7
ATL,0.0,0,0.0,1.000,0,Vladimir Radmanović,.000,0,.000,101,0.0,14.2,1,.000,.000,0,1,0,0,20120504,0,0,0.0,0,0,0,3,0,0,+3,0.0,0,0.0,.000,197.0,0,-33.5,0,0.0
ATL,0,0,0,0,0,Josh Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,20120504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
ATL,0,0,0,0,0,Jerry Stackhouse,0,0,0,0,0,0,0,0,0,0,0,0,0,20120504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
BOS,21.8,4,0.0,.045,6,Rajon Rondo,.358,7,.000,81,53.6,31.5,1,.318,.182,3,22,1,0,20120504,12,11,7.4,0,4,78,1,.750,17,+4,15.4,0,20.2,.318,2920.0,14,1.4,3,4.5
BOS,10.2,14,1.6,.250,4,Paul Pierce,.578,3,.333,87,7.9,24.2,3,.250,1.167,0,12,1,0,20120504,2,5,0.0,1,2,102,4,1.000,21,+3,5.7,1,18.1,.292,2826.0,5,0.2,14,2.3
BOS,25.2,2,7.2,.000,1,Kevin Garnett,.530,9,0,80,6.1,24.4,0,.500,.111,2,18,1,0,20120504,1,11,5.7,0,1,104,3,1.000,20,+11,16.6,4,5.0,.500,2520.0,13,6.1,2,1.3
BOS,14.6,2,0.0,.000,0,Brandon Bass,.581,3,0,92,7.7,13.4,0,.500,.333,1,6,1,0,20120504,1,4,4.6,0,0,127,2,1.000,8,-2,10.1,0,0.0,.500,1583.0,5,0.6,2,0.0
BOS,11.6,0,3.0,.400,1,Avery Bradley,.500,2,.500,91,0.0,12.4,2,.400,.000,1,5,1,0,20120504,0,3,4.8,1,0,86,1,0,5,-1,8.6,1,16.7,.500,1494.0,4,-2.5,0,0.0
BOS,15.7,3,0.0,.333,1,Ray Allen,.488,6,.000,86,0.0,20.0,4,.500,.250,0,12,0,0,20120504,0,6,0.0,0,2,87,2,.333,13,+9,8.7,0,7.0,.500,2211.0,6,-1.7,1,3.0
BOS,3.9,0,0.0,1.000,0,Mickaël Piétrus,1.000,2,.667,91,0.0,6.2,3,.667,.000,0,3,0,0,20120504,0,1,0.0,2,1,182,4,0,6,+9,2.1,0,0.0,1.000,1500.0,1,2.6,0,2.2
BOS,49.6,0,26.0,.000,0,Greg Stiemsma,.000,0,0,59,28.4,8.8,0,.000,.000,0,1,0,0,20120504,1,3,0.0,0,0,42,0,0,0,-4,27.5,2,0.0,.000,350.0,3,15.8,0,0.0
BOS,0.0,0,0.0,0,0,Keyon Dooling,0,0,0,97,38.2,0.0,0,0,0,0,0,0,0,20120504,1,0,0.0,0,0,213,1,0,0,+2,0.0,0,0,0,260.0,0,-2.3,0,0.0
BOS,0.0,0,0.0,0,0,Ryan Hollins,0,0,0,97,0.0,0.0,0,0,0,0,0,0,0,20120504,0,0,0.0,0,0,0,0,0,0,-1,0.0,0,0,0,236.0,0,-5.2,0,0.0
BOS,0,0,0,0,0,Marquis Daniels,0,0,0,0,0,0,0,0,0,0,0,0,0,20120504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
BOS,0,0,0,0,0,E'Twaun Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,20120504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
BOS,0,0,0,0,0,Sasha Pavlović,0,0,0,0,0,0,0,0,0,0,0,0,0,20120504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
ATL,0,0,0,0,0,Al Horford,0,0,0,0,0,0,0,0,0,0,0,0,1,20120504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
ATL,0,0,0,0,0,Zaza Pachulia,0,0,0,0,0,0,0,0,0,0,0,0,1,20120504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
BOS,0,0,0,0,0,JaJuan Johnson,0,0,0,0,0,0,0,0,0,0,0,0,1,20120504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
BOS,0,0,0,0,0,Sean Williams,0,0,0,0,0,0,0,0,0,0,0,0,1,20120504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
